4881,1421,6302,1
2919,3025,5944,1
1235,597,1832,1
1876,533,2409,1
3580,150,3730,1
2197,2380,4577,1
4197,3639,7836,1
4162,800,4962,1
3673,2798,6471,1
3735,3541,7276,1
1188,4494,5682,1
281,4563,4844,1
187,3892,4079,1
999,1381,2380,1
2089,1409,3498,1
4639,1206,5845,1
2011,1885,3896,1
2868,2278,5146,1
743,2037,2780,1
417,2763,3180,1
4793,3540,8333,1
294,228,522,1
2276,2072,4348,1
111,607,718,1
545,372,917,1
1424,4553,5977,1
1420,1945,3365,1
2529,4519,7048,1
2943,4039,6982,1
991,60,1051,1
1470,4432,5902,1
2457,1649,4106,1
2809,3393,6202,1
885,530,1415,1
3765,2849,6614,1
1552,2808,4360,1
984,2892,3876,1
3699,943,4642,1
2911,2812,5723,1
3123,1170,4293,1
484,1015,1499,1
1543,2472,4015,1
1517,1886,3403,1
4349,4440,8789,1
2370,3004,5374,1
4710,2089,6799,1
1265,3746,5011,1
385,3923,4308,1
4524,656,5180,1
2342,3750,6092,1
1707,963,2670,1
4859,1370,6229,1
2176,3428,5604,1
400,2108,2508,1
4171,3082,7253,1
4659,4111,8770,1
1979,3450,5429,1
2077,2952,5029,1
2648,2661,5309,1
680,576,1256,1
3261,3832,7093,1
3371,975,4346,1
613,4787,5400,1
3733,3325,7058,1
2075,4625,6700,1
858,2250,3108,1
3910,2883,6793,1
1864,2361,4225,1
3130,2704,5834,1
2273,4062,6335,1
2925,3960,6885,1
4034,1746,5780,1
2201,2719,4920,1
4884,3957,8841,1
4188,995,5183,1
2422,3825,6247,1
2758,890,3648,1
2698,986,3684,1
1596,1217,2813,1
2038,3261,5299,1
2240,3716,5956,1
2914,552,3466,1
3540,4679,8219,1
266,4947,5213,1
1618,2987,4605,1
2185,2191,4376,1
4038,1749,5787,1
3001,3765,6766,1
1918,1085,3003,1
697,4631,5328,1
1871,492,2363,1
2742,2665,5407,1
1419,3136,4555,1
2782,708,3490,1
3171,1132,4303,1
1373,3935,5308,1
2846,4635,7481,1
1959,2642,4601,1
864,1511,2375,1
2829,52,2881,1
2487,4167,6654,1
2876,3292,6168,1
324,1510,1834,1
2579,60,2639,1
283,1200,1483,1
1590,3616,5206,1
1108,4907,6015,1
3076,4817,7893,1
3711,3941,7652,1
1805,3377,5182,1
551,680,1231,1
3075,913,3988,1
2189,4272,6461,1
2240,508,2748,1
3925,640,4565,1
1744,3147,4891,1
1232,284,1516,1
4705,3447,8152,1
4192,1175,5367,1
2326,4532,6858,1
2194,3162,5356,1
2733,4085,6818,1
2385,3542,5927,1
1745,3166,4911,1
825,3536,4361,1
1535,950,2485,1
1200,4799,5999,1
2217,1475,3692,1
4273,3043,7316,1
1605,3894,5499,1
2056,2316,4372,1
3888,277,4165,1
3960,1743,5703,1
4468,3445,7913,1
3496,3055,6551,1
1843,1167,3010,1
298,4043,4341,1
967,203,1170,1
2925,3274,6199,1
940,4208,5148,1
287,1063,1350,1
767,619,1386,1
2160,3523,5683,1
908,4417,5325,1
4123,4541,8664,1
101,4282,4383,1
2304,3646,5950,1
389,4335,4724,1
170,4749,4919,1
1933,698,2631,1
3255,2527,5782,1
4572,4552,9124,1
2488,1980,4468,1
2487,2491,4978,1
2544,4038,6582,1
2428,4041,6469,1
3873,3328,7201,1
1964,3454,5418,1
2115,2868,4983,1
2065,1718,3783,1
2538,1661,4199,1
3820,962,4782,1
1619,4793,6412,1
733,519,1252,1
583,3716,4299,1
386,4021,4407,1
3335,4519,7854,1
1926,1574,3500,1
1299,4710,6009,1
1207,1008,2215,1
799,4097,4896,1
1858,717,2575,1
468,3394,3862,1
2322,2377,4699,1
4081,607,4688,1
3949,532,4481,1
3133,1850,4983,1
2407,2622,5029,1
1247,640,1887,1
3142,1783,4925,1
1592,149,1741,1
4810,4236,9046,1
2309,2166,4475,1
3179,1637,4816,1
4218,4461,8679,1
3963,1086,5049,1
4556,973,5529,1
2759,4214,6973,1
400,4543,4943,1
4003,1745,5748,1
277,888,1165,1
2649,1248,3897,1
1752,3323,5075,1
4360,3612,7972,1
1933,2484,4417,1
3856,3229,7085,1
205,1215,1420,1
1483,168,1651,1
3606,1438,5044,1
4357,4034,8391,1
2891,4954,7845,1
1857,1940,3797,1
1079,4234,5313,1
1920,4526,6446,1
3951,4777,8728,1
322,3406,3728,1
2454,268,2722,1
293,2360,2653,1
122,1401,1523,1
1306,4729,6035,1
2666,80,2746,1
4035,2925,6960,1
4224,3500,7724,1
3016,3526,6542,1
3938,2218,6156,1
1912,3821,5733,1
3217,4945,8162,1
2521,4606,7127,1
1075,1175,2250,1
4552,2931,7483,1
474,2162,2636,1
4705,2287,6992,1
20,2442,2462,1
3908,537,4445,1
4870,3262,8132,1
4495,4133,8628,1
2088,3014,5102,1
3831,2364,6195,1
3271,2539,5810,1
2822,1571,4393,1
3014,1944,4958,1
553,2074,2627,1
2357,3448,5805,1
3857,4403,8260,1
231,1442,1673,1
2759,2280,5039,1
3827,3921,7748,1
1454,1347,2801,1
2418,1758,4176,1
20,4836,4856,1
1908,2439,4347,1
3621,568,4189,1
4898,4535,9433,1
4718,3010,7728,1
10,3753,3763,1
3584,656,4240,1
703,4532,5235,1
315,2651,2966,1
3310,1267,4577,1
2931,4764,7695,1
2390,2874,5264,1
3088,2024,5112,1
133,24,157,1
4204,139,4343,1
4712,409,5121,1
1699,822,2521,1
1347,4290,5637,1
4588,4579,9167,1
4439,3195,7634,1
1217,477,1694,1
3700,3715,7415,1
495,3373,3868,1
2113,2903,5016,1
3624,3625,7249,1
1969,733,2702,1
3947,1063,5010,1
4657,1904,6561,1
4913,2140,7053,1
4882,4525,9407,1
4235,4856,9091,1
1586,3604,5190,1
3151,4206,7357,1
1346,4532,5878,1
4705,1435,6140,1
1554,4480,6034,1
869,2394,3263,1
857,3536,4393,1
392,3766,4158,1
3172,2657,5829,1
771,574,1345,1
3200,4638,7838,1
1209,4210,5419,1
854,3442,4296,1
3540,833,4373,1
2232,1930,4162,1
4437,2675,7112,1
3263,3462,6725,1
4267,480,4747,1
2404,3948,6352,1
4799,3553,8352,1
3296,3906,7202,1
2967,1203,4170,1
2288,3070,5358,1
2921,4872,7793,1
2672,1623,4295,1
897,2292,3189,1
4213,767,4980,1
3774,3934,7708,1
1887,4102,5989,1
699,934,1633,1
769,3455,4224,1
383,4308,4691,1
1505,1769,3274,1
4489,4540,9029,1
4599,2046,6645,1
2353,1230,3583,1
4336,4180,8516,1
2329,1492,3821,1
2984,1057,4041,1
4244,1172,5416,1
2024,4072,6096,1
4564,3288,7852,1
3364,1791,5155,1
652,1751,2403,1
2310,3532,5842,1
2938,1798,4736,1
4652,2954,7606,1
4117,334,4451,1
4197,1038,5235,1
1399,3561,4960,1
503,1331,1834,1
746,4601,5347,1
3598,1568,5166,1
333,707,1040,1
1317,4759,6076,1
2347,3372,5719,1
4668,3292,7960,1
4255,2157,6412,1
3587,4897,8484,1
3789,621,4410,1
2941,1475,4416,1
2272,2747,5019,1
1181,4837,6018,1
1742,674,2416,1
529,1697,2226,1
2091,4369,6460,1
4633,1512,6145,1
3661,2187,5848,1
2860,2403,5263,1
704,516,1220,1
1061,3853,4914,1
4121,4784,8905,1
1295,3597,4892,1
3136,1964,5100,1
2681,1333,4014,1
794,4374,5168,1
3171,1924,5095,1
2943,2233,5176,1
4184,3990,8174,1
338,3066,3404,1
1547,4222,5769,1
1174,4409,5583,1
2314,465,2779,1
1755,4363,6118,1
4891,4887,9778,1
4525,559,5084,1
1636,4965,6601,1
641,1893,2534,1
4105,7,4112,1
276,829,1105,1
810,3867,4677,1
1994,3001,4995,1
2113,3071,5184,1
3691,3870,7561,1
2764,3914,6678,1
986,1429,2415,1
1912,181,2093,1
3147,2131,5278,1
2070,4839,6909,1
1399,2153,3552,1
1083,1332,2415,1
974,2299,3273,1
2037,2172,4209,1
4937,2188,7125,1
45,1110,1155,1
4661,4472,9133,1
635,2797,3432,1
3984,2933,6917,1
1040,4412,5452,1
2845,496,3341,1
2824,2513,5337,1
215,4098,4313,1
699,590,1289,1
330,2050,2380,1
2094,692,2786,1
384,2646,3030,1
2368,2110,4478,1
3471,2754,6225,1
3935,4533,8468,1
1722,4456,6178,1
1913,127,2040,1
178,1115,1293,1
3313,3287,6600,1
3918,728,4646,1
14,3567,3581,1
163,1642,1805,1
2701,2073,4774,1
1705,2182,3887,1
899,2074,2973,1
1816,4690,6506,1
4026,891,4917,1
1613,1204,2817,1
1618,3259,4877,1
1403,2202,3605,1
140,372,512,1
4670,4119,8789,1
3542,3040,6582,1
4319,4462,8781,1
3045,1478,4523,1
2186,1590,3776,1
4909,4448,9357,1
1749,3435,5184,1
1797,2445,4242,1
436,1827,2263,1
4576,361,4937,1
4622,4581,9203,1
3865,2949,6814,1
671,2742,3413,1
3770,2504,6274,1
4943,2590,7533,1
3466,224,3690,1
3362,1459,4821,1
2507,4166,6673,1
1871,4316,6187,1
3845,2898,6743,1
3140,152,3292,1
2336,3774,6110,1
4104,1112,5216,1
491,2113,2604,1
1189,3493,4682,1
3917,403,4320,1
1108,1867,2975,1
3543,3734,7277,1
88,4466,4554,1
2561,1573,4134,1
4070,4283,8353,1
4911,4238,9149,1
2935,3177,6112,1
3181,3619,6800,1
1900,1120,3020,1
4268,2892,7160,1
273,810,1083,1
1663,3446,5109,1
3254,4819,8073,1
916,1981,2897,1
667,1140,1807,1
2649,386,3035,1
904,3799,4703,1
291,2812,3103,1
1934,3427,5361,1
4724,177,4901,1
2238,3113,5351,1
2069,1004,3073,1
3550,4961,8511,1
2244,2666,4910,1
3934,1290,5224,1
4455,1272,5727,1
1545,414,1959,1
2515,4873,7388,1
1683,1248,2931,1
634,4485,5119,1
3242,1585,4827,1
3281,1994,5275,1
630,2286,2916,1
4470,1897,6367,1
4231,4622,8853,1
209,4,213,1
3206,846,4052,1
3510,4735,8245,1
4032,4879,8911,1
1094,3535,4629,1
2108,992,3100,1
3872,4804,8676,1
768,2583,3351,1
598,2683,3281,1
3314,4787,8101,1
3922,592,4514,1
3805,1954,5759,1
1614,2853,4467,1
3540,737,4277,1
4043,1358,5401,1
2031,864,2895,1
2644,1105,3749,1
758,4807,5565,1
3894,3232,7126,1
643,4272,4915,1
4226,2843,7069,1
3943,2895,6838,1
1879,4140,6019,1
1087,123,1210,1
2775,2342,5117,1
3809,1866,5675,1
1571,516,2087,1
3785,3979,7764,1
1816,4378,6194,1
2488,1439,3927,1
983,4372,5355,1
61,3411,3472,1
2763,1557,4320,1
334,2760,3094,1
1713,4061,5774,1
1138,2703,3841,1
2586,1395,3981,1
4588,1269,5857,1
1064,1171,2235,1
3264,2229,5493,1
1931,4005,5936,1
1272,4257,5529,1
4259,4077,8336,1
3981,4433,8414,1
2732,1099,3831,1
3329,1919,5248,1
1080,3865,4945,1
4524,1955,6479,1
304,1786,2090,1
3582,1704,5286,1
899,2895,3794,1
3658,1933,5591,1
2849,4761,7610,1
2023,4229,6252,1
3723,2624,6347,1
2435,3091,5526,1
3105,2166,5271,1
1713,4985,6698,1
2631,1247,3878,1
359,2596,2955,1
2551,1777,4328,1
340,2831,3171,1
2977,4441,7418,1
4631,4662,9293,1
3181,1097,4278,1
3190,662,3852,1
3087,413,3500,1
3359,3625,6984,1
875,1554,2429,1
1394,4499,5893,1
2044,4145,6189,1
2550,3256,5806,1
879,3985,4864,1
239,4050,4289,1
3859,803,4662,1
1026,4568,5594,1
1324,1524,2848,1
4834,2774,7608,1
3352,1195,4547,1
3993,4932,8925,1
4256,2023,6279,1
3933,1898,5831,1
1835,818,2653,1
877,965,1842,1
1959,2692,4651,1
2390,893,3283,1
3266,4772,8038,1
4048,8,4056,1
465,3163,3628,1
4214,2638,6852,1
2742,1019,3761,1
109,3043,3152,1
2334,225,2559,1
2051,2831,4882,1
2761,3881,6642,1
2158,3908,6066,1
1945,1371,3316,1
2870,2329,5199,1
1180,1626,2806,1
590,2667,3257,1
3413,2687,6100,1
3196,1582,4778,1
4319,2990,7309,1
1364,4593,5957,1
4728,2500,7228,1
919,4057,4976,1
4505,2848,7353,1
3470,3514,6984,1
2631,59,2690,1
2029,4536,6565,1
1058,2222,3280,1
543,932,1475,1
2082,4191,6273,1
2066,2351,4417,1
1460,3048,4508,1
2819,2638,5457,1
1402,4178,5580,1
4017,548,4565,1
3205,1036,4241,1
513,1075,1588,1
3176,4612,7788,1
2112,2495,4607,1
4091,1244,5335,1
2771,3563,6334,1
3330,1755,5085,1
1884,1431,3315,1
646,3425,4071,1
1703,2995,4698,1
3680,1386,5066,1
384,2184,2568,1
1186,4571,5757,1
3679,1410,5089,1
2018,4748,6766,1
3866,3871,7737,1
209,610,819,1
3933,3191,7124,1
153,4822,4975,1
3328,1110,4438,1
2195,153,2348,1
1840,550,2390,1
667,575,1242,1
2482,4321,6803,1
4953,1730,6683,1
3784,2384,6168,1
4958,2195,7153,1
2329,2958,5287,1
4972,2850,7822,1
3407,1165,4572,1
3221,2932,6153,1
881,2954,3835,1
1462,4618,6080,1
801,1793,2594,1
85,4803,4888,1
652,1400,2052,1
4842,3518,8360,1
2362,2190,4552,1
2878,1278,4156,1
749,4177,4926,1
1770,1352,3122,1
797,4437,5234,1
4935,2519,7454,1
1129,3475,4604,1
1207,1229,2436,1
3290,1528,4818,1
836,3339,4175,1
4128,2723,6851,1
19,3939,3958,1
3611,2600,6211,1
1078,89,1167,1
1807,4333,6140,1
2223,2650,4873,1
1111,2654,3765,1
1128,1737,2865,1
3259,930,4189,1
668,3084,3752,1
1392,4374,5766,1
4862,4906,9768,1
2733,3778,6511,1
3981,914,4895,1
4495,526,5021,1
3095,4796,7891,1
3242,2031,5273,1
1549,977,2526,1
2725,260,2985,1
4437,1621,6058,1
3940,4155,8095,1
1147,1031,2178,1
3300,587,3887,1
1466,3784,5250,1
2225,2047,4272,1
1953,1416,3369,1
1236,2458,3694,1
3846,1853,5699,1
4412,4792,9204,1
856,4114,4970,1
4497,623,5120,1
3207,4848,8055,1
968,2818,3786,1
3651,2258,5909,1
2182,3762,5944,1
749,511,1260,1
655,3100,3755,1
3652,306,3958,1
1310,3246,4556,1
3750,4828,8578,1
2237,3527,5764,1
1589,3590,5179,1
3677,645,4322,1
1346,1122,2468,1
2550,1364,3914,1
4267,3851,8118,1
4606,823,5429,1
2635,3777,6412,1
3724,2093,5817,1
4345,1199,5544,1
1222,3860,5082,1
4607,2055,6662,1
4604,373,4977,1
4247,4732,8979,1
1343,2115,3458,1
3631,2245,5876,1
1482,786,2268,1
693,1735,2428,1
1272,4519,5791,1
3791,1274,5065,1
323,4348,4671,1
1564,4808,6372,1
4771,2497,7268,1
3999,3950,7949,1
937,462,1399,1
4285,3309,7594,1
2712,84,2796,1
2651,4414,7065,1
2521,2592,5113,1
1931,3353,5284,1
1218,2649,3867,1
1391,4000,5391,1
810,4234,5044,1
2581,515,3096,1
647,3823,4470,1
622,562,1184,1
1374,3138,4512,1
2587,4887,7474,1
279,4348,4627,1
555,2996,3551,1
1157,3439,4596,1
2917,2822,5739,1
2520,908,3428,1
291,4881,5172,1
3964,3893,7857,1
4281,4964,9245,1
326,1763,2089,1
429,4528,4957,1
940,2008,2948,1
3928,2110,6038,1
3722,1587,5309,1
4970,3637,8607,1
3345,302,3647,1
203,115,318,1
2216,4403,6619,1
3019,1742,4761,1
4232,2621,6853,1
1617,2284,3901,1
3383,4591,7974,1
2775,2254,5029,1
4612,2663,7275,1
2349,1704,4053,1
4808,3375,8183,1
1393,4515,5908,1
1396,2363,3759,1
4862,2758,7620,1
3836,3349,7185,1
1804,1346,3150,1
2968,552,3520,1
3421,3754,7175,1
4592,3719,8311,1
1035,1465,2500,1
4467,3764,8231,1
3156,1328,4484,1
1806,3915,5721,1
2635,3552,6187,1
1282,1745,3027,1
2354,4830,7184,1
4599,4676,9275,1
268,4771,5039,1
4967,374,5341,1
1274,4614,5888,1
3272,4499,7771,1
2125,72,2197,1
4421,1544,5965,1
4729,2160,6889,1
627,3021,3648,1
3702,4405,8107,1
2543,2303,4846,1
3506,4720,8226,1
3288,3612,6900,1
982,2135,3117,1
2138,2531,4669,1
4055,532,4587,1
3021,4306,7327,1
1467,1096,2563,1
3558,3535,7093,1
968,2096,3064,1
3980,2626,6606,1
3029,2542,5571,1
2045,943,2988,1
2080,4736,6816,1
3909,2792,6701,1
3897,583,4480,1
4963,1410,6373,1
3201,2445,5646,1
4647,156,4803,1
215,4048,4263,1
758,3257,4015,1
721,3655,4376,1
4634,2818,7452,1
1554,1656,3210,1
3952,3871,7823,1
4224,1747,5971,1
2920,851,3771,1
1035,2828,3863,1
4163,2317,6480,1
2474,1454,3928,1
1482,239,1721,1
1072,914,1986,1
3296,3978,7274,1
2526,2764,5290,1
683,1272,1955,1
3392,4479,7871,1
2064,1185,3249,1
3382,4602,7984,1
2512,657,3169,1
3558,4792,8350,1
2326,1284,3610,1
3103,1457,4560,1
2408,2777,5185,1
3048,1867,4915,1
3197,1547,4744,1
292,3088,3380,1
751,2121,2872,1
2607,3799,6406,1
2543,3568,6111,1
208,3685,3893,1
686,1064,1750,1
4606,2235,6841,1
942,3821,4763,1
1622,4376,5998,1
908,45,953,1
4330,3978,8308,1
4778,4972,9750,1
3548,378,3926,1
3629,4949,8578,1
1596,2070,3666,1
1625,1946,3571,1
2359,3062,5421,1
1131,312,1443,1
3022,687,3709,1
2263,3496,5759,1
505,1210,1715,1
924,4462,5386,1
4600,1629,6229,1
3744,2867,6611,1
4810,3318,8128,1
1662,2748,4410,1
594,1198,1792,1
796,2251,3047,1
836,1635,2471,1
4307,4420,8727,1
4537,4554,9091,1
3399,4932,8331,1
2249,3360,5609,1
4390,3210,7600,1
1791,1321,3112,1
1016,331,1347,1
232,1865,2097,1
3302,2199,5501,1
1603,4494,6097,1
974,1910,2884,1
4121,4291,8412,1
2380,3170,5550,1
3902,3845,7747,1
3013,2148,5161,1
1726,869,2595,1
215,2496,2711,1
171,614,785,1
1479,2914,4393,1
4513,3393,7906,1
4104,3971,8075,1
846,4306,5152,1
704,2665,3369,1
3604,4705,8309,1
929,1498,2427,1
4117,4683,8800,1
4047,3297,7344,1
440,2098,2538,1
1997,1818,3815,1
636,3597,4233,1
1904,4565,6469,1
4447,1320,5767,1
1761,1497,3258,1
784,1903,2687,1
2166,3441,5607,1
2139,907,3046,1
3376,1458,4834,1
4235,444,4679,1
3234,3183,6417,1
3787,2506,6293,1
2034,3353,5387,1
2648,3388,6036,1
4266,4083,8349,1
873,3951,4824,1
1002,2486,3488,1
4304,944,5248,1
2560,1733,4293,1
3055,998,4053,1
4706,218,4924,1
545,4517,5062,1
81,4723,4804,1
4936,461,5397,1
1859,2898,4757,1
4777,539,5316,1
2827,4726,7553,1
1057,3312,4369,1
1740,306,2046,1
324,2992,3316,1
4767,4846,9613,1
3678,4162,7840,1
2112,1144,3256,1
1174,4259,5433,1
3261,785,4046,1
894,3446,4340,1
4682,580,5262,1
1801,907,2708,1
1486,4923,6409,1
2955,2198,5153,1
4951,1333,6284,1
4926,2849,7775,1
2522,735,3257,1
2999,4670,7669,1
758,3499,4257,1
2480,970,3450,1
4310,3156,7466,1
1682,1984,3666,1
1407,194,1601,1
331,3677,4008,1
1093,2044,3137,1
92,1175,1267,1
4202,2041,6243,1
4525,1595,6120,1
1565,3066,4631,1
1317,4143,5460,1
3110,948,4058,1
448,5000,5448,1
2439,357,2796,1
3735,97,3832,1
4508,4296,8804,1
3157,3746,6903,1
1712,3495,5207,1
4806,4293,9099,1
4130,4586,8716,1
4103,3517,7620,1
1197,3745,4942,1
1664,592,2256,1
3609,3789,7398,1
229,2798,3027,1
940,1026,1966,1
1671,4420,6091,1
459,3742,4201,1
2118,4102,6220,1
3763,4164,7927,1
959,3200,4159,1
2986,4297,7283,1
2417,4227,6644,1
2356,2104,4460,1
1607,2170,3777,1
658,4325,4983,1
2254,124,2378,1
3740,3601,7341,1
3400,337,3737,1
4477,4949,9426,1
1740,4293,6033,1
571,3591,4162,1
3731,4529,8260,1
886,3339,4225,1
78,2344,2422,1
100,876,976,1
62,378,440,1
4334,2522,6856,1
4271,3558,7829,1
2340,2339,4679,1
4501,1915,6416,1
609,767,1376,1
1555,4861,6416,1
318,1360,1678,1
4781,1291,6072,1
2001,2135,4136,1
1268,3349,4617,1
204,3259,3463,1
3292,2731,6023,1
3689,2143,5832,1
2573,1584,4157,1
3285,3909,7194,1
534,4845,5379,1
882,4153,5035,1
1484,1973,3457,1
3704,1011,4715,1
1498,3811,5309,1
3613,28,3641,1
4258,3443,7701,1
4885,4570,9455,1
705,2123,2828,1
4386,132,4518,1
4261,3151,7412,1
546,2754,3300,1
1011,1367,2378,1
1487,537,2024,1
1611,4293,5904,1
79,4875,4954,1
1818,3650,5468,1
4324,278,4602,1
4702,1815,6517,1
1859,4889,6748,1
3687,4132,7819,1
971,3107,4078,1
4501,1098,5599,1
4703,4486,9189,1
3783,113,3896,1
2261,4597,6858,1
3695,990,4685,1
264,2539,2803,1
84,2636,2720,1
4829,4899,9728,1
1649,4708,6357,1
746,432,1178,1
3809,4209,8018,1
1196,4177,5373,1
1669,2304,3973,1
4724,4309,9033,1
2654,785,3439,1
1279,2682,3961,1
3553,1915,5468,1
4385,3782,8167,1
3226,3338,6564,1
1952,3939,5891,1
1591,4033,5624,1
1696,456,2152,1
1857,492,2349,1
999,4970,5969,1
4812,535,5347,1
1772,4399,6171,1
2244,3639,5883,1
1488,4169,5657,1
605,2165,2770,1
3528,2427,5955,1
4609,2573,7182,1
1749,4291,6040,1
2333,730,3063,1
4790,3705,8495,1
3194,2777,5971,1
4467,3301,7768,1
17,3791,3808,1
4795,1169,5964,1
3634,2631,6265,1
2668,4789,7457,1
4060,309,4369,1
3028,850,3878,1
1444,2737,4181,1
2818,4883,7701,1
4619,1408,6027,1
2823,3984,6807,1
4377,2652,7029,1
1358,4242,5600,1
3714,1861,5575,1
1408,1671,3079,1
2378,763,3141,1
3788,3157,6945,1
573,2487,3060,1
3990,1969,5959,1
4774,1123,5897,1
269,1484,1753,1
1090,3897,4987,1
1465,4597,6062,1
434,3616,4050,1
2198,1198,3396,1
1845,4306,6151,1
1256,2212,3468,1
3686,1882,5568,1
2577,532,3109,1
1321,2665,3986,1
2343,4262,6605,1
3717,3838,7555,1
2817,1183,4000,1
3015,1142,4157,1
3486,665,4151,1
2862,2474,5336,1
2099,3141,5240,1
1401,3836,5237,1
2994,2047,5041,1
1013,1628,2641,1
1461,1807,3268,1
4609,4149,8758,1
1473,2377,3850,1
